OrderId,ProductId,ItemType,ItemName,ItemDescription,Qty,PricePerUnit,Notes
497119,0,10,Subscription Free Trial,,1,-97.0,
497135,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497135,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497135,0,10,Subscription Free Trial,,1,-97.0,
497145,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497145,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497145,0,10,Subscription Free Trial,,1,-97.0,
497157,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497157,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497157,0,10,Subscription Free Trial,,1,-97.0,
497175,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497175,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497175,0,10,Subscription Free Trial,,1,-97.0,
497185,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497185,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497185,0,10,Subscription Free Trial,,1,-97.0,
497189,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497189,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497189,0,10,Subscription Free Trial,,1,-97.0,
497201,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497201,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497201,0,10,Subscription Free Trial,,1,-97.0,
497203,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497203,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497203,0,10,Subscription Free Trial,,1,-97.0,
497105,2605,9,SimplerFutures Gold Subscription,Simpler Futures Nightly Newsletter and Tony LaPorta newsletter subscription - $149 per month,1,149.0,
497125,2601,4,SimplerFutures Silver Subscription,,1,79.0,
497147,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497147,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497147,0,10,Subscription Free Trial,,1,-97.0,
497165,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497165,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497165,0,10,Subscription Free Trial,,1,-97.0,
497169,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497169,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
497169,0,10,Subscription Free Trial,,1,-97.0,
497181,1425,4,SFX Trial,,1,7.0,
497181,1421,9,SFX Forex Silver,SFX Site Subscription. Will renew automatically for $97 per month. ,1,97.0,
497181,0,10,Subscription Free Trial,,1,-97.0,
497193,2557,4,SFX Forex Gold $47 Trial,,1,97.0,
497193,1443,9,SFX Forex Gold,SFX Site Subscription with Live Chat Room access and Elite Webinar Archive access.  Will renew automatically for $147 per month.,1,97.0,
